signal,benchmark_type,sample_name,specification,coefficient,is_focus_regressor,month_count,mean_coefficient,t_stat,p_value,positive_month_share,coefficient_std,mean_cross_section_nobs,mean_cross_section_r2
AnalystRevision,fixed_x_obs,outside_signal_coverage,baseline_missing_only,bm,False,91,0.021225422442855604,2.1093889016448193,0.034911026678535954,0.5384615384615384,0.1074092287289481,32.417582417582416,0.5279488145692577
AnalystRevision,fixed_x_obs,outside_signal_coverage,baseline_missing_only,const,False,91,-0.14879192748416115,-1.7171914459574504,0.08594419797427516,0.5384615384615384,0.9347641248425662,32.417582417582416,0.5279488145692577
AnalystRevision,fixed_x_obs,outside_signal_coverage,baseline_missing_only,idiovol,False,91,0.12078369637273369,0.5891675049800524,0.5557489131713753,0.5054945054945055,2.135439954666476,32.417582417582416,0.5279488145692577
AnalystRevision,fixed_x_obs,outside_signal_coverage,baseline_missing_only,ill,False,91,1661.710137562237,2.6019155497374,0.009270467743042245,0.5824175824175825,8762.026098626538,32.417582417582416,0.5279488145692577
AnalystRevision,fixed_x_obs,outside_signal_coverage,baseline_missing_only,maxret,False,91,-0.25212628431155937,-1.177004582144269,0.23919367736409847,0.4065934065934066,1.974566426684935,32.417582417582416,0.5279488145692577
AnalystRevision,fixed_x_obs,outside_signal_coverage,baseline_missing_only,mom1m,False,91,0.039388045861426094,0.6829084873951377,0.4946646704815555,0.5494505494505495,0.5440181449728316,32.417582417582416,0.5279488145692577
AnalystRevision,fixed_x_obs,outside_signal_coverage,baseline_missing_only,mve,False,91,0.009999355429405532,1.4207194321476535,0.1553983409902136,0.4945054945054945,0.07490772790875408,32.417582417582416,0.5279488145692577
AnalystRevision,fixed_x_obs,outside_signal_coverage,baseline_missing_only,retvol,False,91,0.8029275892680204,0.8381462155929125,0.4019485895766032,0.6373626373626373,8.71673878535274,32.417582417582416,0.5279488145692577
AnalystRevision,fixed_x_obs,outside_signal_coverage,baseline_missing_only,std_dolvol,False,91,0.016745593543747623,0.7572581980455917,0.4488951894405123,0.5494505494505495,0.22681101210928817,32.417582417582416,0.5279488145692577
AnalystRevision,fixed_x_obs,outside_signal_coverage,baseline_missing_only,std_turn,False,91,0.004591975465194913,2.589492343138824,0.009611756037200344,0.5494505494505495,0.02644746517814189,32.417582417582416,0.5279488145692577
AnalystRevision,fixed_x_obs,outside_signal_coverage,baseline_missing_only,turn,False,91,-0.04680608096813385,-3.0231613482529407,0.0025014883217474755,0.4175824175824176,0.17197560559256214,32.417582417582416,0.5279488145692577
AnalystRevision,fixed_x_obs,outside_signal_coverage,mar_signal_only,age,False,91,-0.008952283695135886,-2.5966052787782226,0.009415004840011721,0.43956043956043955,0.04745314175856008,32.417582417582416,0.527948814569259
